"id","facility_name","county_name","begin_date","end_date","productive_hours_per_adjusted_patient_day"
221,"MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL","Alameda","2009-01-01","2009-12-31",0.0
226,"FREMONT HOSPITAL","Alameda","2009-01-01","2009-12-31",0.0
230,"FREMONT HOSPITAL","Alameda","2009-01-01","2009-12-31",0.0
234,"FREMONT HOSPITAL","Alameda","2009-01-01","2009-12-31",0.0
235,"FREMONT HOSPITAL","Alameda","2009-01-01","2009-12-31",0.0
263,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Alameda","2008-07-01","2009-06-30",0.0
264,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Alameda","2008-07-01","2009-06-30",0.0
267,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Alameda","2008-07-01","2009-06-30",0.0
268,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Alameda","2008-07-01","2009-06-30",0.0
269,"TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY","Alameda","2008-07-01","2009-06-30",0.0
279,"TELECARE WILLOW ROCK CENTER","Alameda","2008-07-01","2009-06-30",0.0
280,"TELECARE WILLOW ROCK CENTER","Alameda","2008-07-01","2009-06-30",0.0
281,"TELECARE WILLOW ROCK CENTER","Alameda","2008-07-01","2009-06-30",0.0
284,"TELECARE WILLOW ROCK CENTER","Alameda","2008-07-01","2009-06-30",0.0
285,"TELECARE WILLOW ROCK CENTER","Alameda","2008-07-01","2009-06-30",0.0
286,"TELECARE WILLOW ROCK CENTER","Alameda","2008-07-01","2009-06-30",0.0
290,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
291,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
292,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
293,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
294,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
295,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
296,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
297,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
298,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
299,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
300,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
301,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
302,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
303,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
304,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
305,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
306,"KAISER FOUNDATION NORTHERN REGION","Alameda","2009-01-01","2009-12-31",0.0
320,"SUTTER AMADOR HOSPITAL","Amador","2009-01-01","2009-12-31",0.0
333,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Butte","2008-07-01","2009-06-30",0.0
337,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Butte","2008-07-01","2009-06-30",0.0
349,"FEATHER RIVER HOSPITAL","Butte","2009-01-01","2009-12-31",0.0
350,"FEATHER RIVER HOSPITAL","Butte","2009-01-01","2009-12-31",0.0
354,"FEATHER RIVER HOSPITAL","Butte","2009-01-01","2009-12-31",0.0
367,"OROVILLE HOSPITAL","Butte","2008-12-01","2009-11-30",0.0
371,"OROVILLE HOSPITAL","Butte","2008-12-01","2009-11-30",0.0
388,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte","2008-07-01","2009-06-30",0.0
392,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
393,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
394,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
395,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
396,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
397,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
398,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
399,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
400,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
401,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
402,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
403,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
404,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
405,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
406,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
407,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
408,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte","2008-07-01","2009-06-30",0.0
422,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras","2008-07-01","2009-06-30",0.0
439,"COLUSA REGIONAL MEDICAL CENTER","Colusa","2008-04-01","2009-03-31",0.0
450,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa","2009-01-01","2009-12-31",0.0
456,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa","2009-01-01","2009-12-31",0.0
490,"SUTTER DELTA MEDICAL CENTER","Contra Costa","2009-01-01","2009-12-31",0.0
511,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa","2009-01-01","2009-12-31",0.0
512,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa","2009-01-01","2009-12-31",0.0
516,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa","2009-01-01","2009-12-31",0.0
517,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa","2009-01-01","2009-12-31",0.0
526,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa","2009-01-01","2009-12-31",0.0
543,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa","2009-01-01","2009-12-31",0.0
558,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa","2009-01-01","2009-12-31",0.0
566,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa","2009-01-01","2009-12-31",0.0
570,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa","2009-01-01","2009-12-31",0.0
575,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa","2009-01-01","2009-12-31",0.0
579,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa","2009-01-01","2009-12-31",0.0
580,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa","2009-01-01","2009-12-31",0.0
582,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa","2009-01-01","2009-12-31",0.0
584,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa","2009-01-01","2009-12-31",0.0
585,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa","2009-01-01","2009-12-31",0.0
590,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa","2009-01-01","2009-12-31",0.0
592,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa","2009-01-01","2009-12-31",0.0
594,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa","2009-01-01","2009-12-31",0.0
605,"SUTTER COAST HOSPITAL","Del Norte","2009-01-01","2009-12-31",0.0
609,"SUTTER COAST HOSPITAL","Del Norte","2009-01-01","2009-12-31",0.0
626,"BARTON MEMORIAL HOSPITAL","El Dorado","2009-01-01","2009-12-31",0.0
643,"MARSHALL MEDICAL CENTER","El Dorado","2008-11-01","2009-10-31",0.0
647,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
648,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
649,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
650,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
651,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
652,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
653,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
654,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
655,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
656,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
657,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
658,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
659,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
660,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
661,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
662,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
663,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado","2008-07-01","2009-06-30",0.0
677,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno","2008-09-01","2009-08-31",0.0
688,"COALINGA REGIONAL MEDICAL CENTER","Fresno","2008-07-01","2009-06-30",0.0
694,"COALINGA REGIONAL MEDICAL CENTER","Fresno","2008-07-01","2009-06-30",0.0
723,"KINGSBURG MEDICAL HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
728,"KINGSBURG MEDICAL HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
745,"SIERRA KINGS DISTRICT HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
774,"SAN JOAQUIN VALLEY REHABILITATION HOSPITAL","Fresno","2009-01-01","2009-12-31",0.0
775,"SAN JOAQUIN VALLEY REHABILITATION HOSPITAL","Fresno","2009-01-01","2009-12-31",0.0
779,"SAN JOAQUIN VALLEY REHABILITATION HOSPITAL","Fresno","2009-01-01","2009-12-31",0.0
794,"FRESNO SURGICAL HOSPITAL","Fresno","2009-01-01","2009-12-31",0.0
796,"FRESNO SURGICAL HOSPITAL","Fresno","2009-01-01","2009-12-31",0.0
800,"KAISER FOUNDATION HOSPITAL - FRESNO","Fresno","2009-01-01","2009-12-31",0.0
801,"KAISER FOUNDATION HOSPITAL - FRESNO","Fresno","2009-01-01","2009-12-31",0.0
805,"KAISER FOUNDATION HOSPITAL - FRESNO","Fresno","2009-01-01","2009-12-31",0.0
806,"KAISER FOUNDATION HOSPITAL - FRESNO","Fresno","2009-01-01","2009-12-31",0.0
809,"KAISER FOUNDATION HOSPITAL - FRESNO","Fresno","2009-01-01","2009-12-31",0.0
811,"KAISER FOUNDATION HOSPITAL - FRESNO","Fresno","2009-01-01","2009-12-31",0.0
813,"KAISER FOUNDATION HOSPITAL - FRESNO","Fresno","2009-01-01","2009-12-31",0.0
815,"KAISER FOUNDATION HOSPITAL - FRESNO","Fresno","2009-01-01","2009-12-31",0.0
817,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
818,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
819,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
820,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
821,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
822,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
823,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
824,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
825,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
826,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
827,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
828,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
829,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
830,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
831,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
832,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
833,"FRESNO COUNTY PSYCHIATRIC HEALTH FACILITY - PHF","Fresno","2008-07-01","2009-06-30",0.0
841,"FRESNO HEART & SURGICAL HOSPITAL","Fresno","2008-09-01","2009-08-31",0.0
847,"FRESNO HEART & SURGICAL HOSPITAL","Fresno","2008-09-01","2009-08-31",0.0
851,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
852,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
853,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
854,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
855,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
856,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
857,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
858,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
859,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
860,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
861,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
862,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
863,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
864,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
865,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
866,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
867,"COALINGA STATE HOSPITAL","Fresno","2008-07-01","2009-06-30",0.0
877,"GLENN MEDICAL CENTER","Glenn","2008-07-01","2009-06-30",0.0
881,"GLENN MEDICAL CENTER","Glenn","2008-07-01","2009-06-30",0.0
894,"MAD RIVER COMMUNITY HOSPITAL","Humboldt","2008-07-01","2009-06-30",0.0
898,"MAD RIVER COMMUNITY HOSPITAL","Humboldt","2008-07-01","2009-06-30",0.0
911,"JEROLD PHELPS COMMUNITY HOSPITAL","Humboldt","2008-07-01","2009-06-30",0.0
915,"JEROLD PHELPS COMMUNITY HOSPITAL","Humboldt","2008-07-01","2009-06-30",0.0
932,"REDWOOD MEMORIAL HOSPITAL","Humboldt","2008-07-01","2009-06-30",0.0
949,"ST. JOSEPH HOSPITAL - EUREKA","Humboldt","2008-07-01","2009-06-30",0.0
953,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
954,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
955,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
956,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
957,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
958,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
959,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
960,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
961,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
962,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
963,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
964,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
965,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
966,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
967,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
968,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
969,"SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY","Humboldt","2008-07-01","2009-06-30",0.0
978,"EL CENTRO REGIONAL MEDICAL CENTER","Imperial","2008-07-01","2009-06-30",0.0
983,"EL CENTRO REGIONAL MEDICAL CENTER","Imperial","2008-07-01","2009-06-30",0.0
1000,"PIONEERS MEMORIAL HOSPITAL","Imperial","2008-07-01","2009-06-30",0.0
1013,"NORTHERN INYO HOSPITAL","Inyo","2008-07-01","2009-06-30",0.0
1017,"NORTHERN INYO HOSPITAL","Inyo","2008-07-01","2009-06-30",0.0
1034,"SOUTHERN INYO HOSPITAL","Inyo","2008-07-01","2009-06-30",0.0
1051,"DELANO REGIONAL MEDICAL CENTER","Kern","2009-01-01","2009-12-31",0.0
1062,"BAKERSFIELD MEMORIAL HOSPITAL","Kern","2008-07-01","2009-06-30",0.0
1064,"BAKERSFIELD MEMORIAL HOSPITAL","Kern","2008-07-01","2009-06-30",0.0
1098,"KERN VALLEY HEALTHCARE DISTRICT","Kern","2008-07-01","2009-06-30",0.0
1102,"KERN VALLEY HEALTHCARE DISTRICT","Kern","2008-07-01","2009-06-30",0.0
1113,"MERCY HOSPITAL - BAKERSFIELD","Kern","2008-07-01","2009-06-30",0.0
1115,"MERCY HOSPITAL - BAKERSFIELD","Kern","2008-07-01","2009-06-30",0.0
1130,"GOOD SAMARITAN HOSPITAL","Kern","2009-01-01","2009-12-31",0.0
1132,"GOOD SAMARITAN HOSPITAL","Kern","2009-01-01","2009-12-31",0.0
1136,"GOOD SAMARITAN HOSPITAL","Kern","2009-01-01","2009-12-31",0.0
1153,"RIDGECREST REGIONAL HOSPITAL","Kern","2008-02-01","2009-01-31",0.0
1170,"SAN JOAQUIN COMMUNITY HOSPITAL","Kern","2009-01-01","2009-12-31",0.0
1187,"TEHACHAPI HOSPITAL","Kern","2008-07-01","2009-06-30",0.0
1198,"HEALTHSOUTH BAKERSFIELD REGIONAL REHABILITATION HOSPITAL","Kern","2009-01-01","2009-12-31",0.0
1204,"HEALTHSOUTH BAKERSFIELD REGIONAL REHABILITATION HOSPITAL","Kern","2009-01-01","2009-12-31",0.0
1211,"BAKERSFIELD HEART HOSPITAL","Kern","2008-10-01","2009-09-30",0.0
1221,"BAKERSFIELD HEART HOSPITAL","Kern","2008-10-01","2009-09-30",0.0
1225,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1226,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1227,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1228,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1229,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1230,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1231,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1232,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1233,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1234,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1235,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1236,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1237,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1238,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1239,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1240,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1241,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY","Kern","2009-01-01","2009-12-31",0.0
1249,"CORCORAN DISTRICT HOSPITAL","Kings","2008-07-01","2009-06-30",0.0
1251,"CORCORAN DISTRICT HOSPITAL","Kings","2008-07-01","2009-06-30",0.0
1255,"CORCORAN DISTRICT HOSPITAL","Kings","2008-07-01","2009-06-30",0.0
1272,"HANFORD COMMUNITY HOSPITAL","Kings","2009-01-01","2009-12-31",0.0
1306,"ST. HELENA HOSPITAL - CLEARLAKE","Lake","2009-01-01","2009-12-31",0.0
1323,"SUTTER LAKESIDE HOSPITAL","Lake","2009-01-01","2009-12-31",0.0
1340,"BANNER LASSEN MEDICAL CENTER","Lassen","2009-01-01","2009-12-31",0.0
1351,"ALHAMBRA HOSPITAL","Los Angeles","2008-07-01","2009-06-30",0.0
1353,"ALHAMBRA HOSPITAL","Los Angeles","2008-07-01","2009-06-30",0.0
1357,"ALHAMBRA HOSPITAL","Los Angeles","2008-07-01","2009-06-30",0.0
1363,"BHC ALHAMBRA HOSPITAL","Los Angeles","2009-01-01","2009-12-31",0.0
1365,"BHC ALHAMBRA HOSPITAL","Los Angeles","2009-01-01","2009-12-31",0.0
1369,"BHC ALHAMBRA HOSPITAL","Los Angeles","2009-01-01","2009-12-31",0.0
1373,"BHC ALHAMBRA HOSPITAL","Los Angeles","2009-01-01","2009-12-31",0.0
